Entry Name,ID String Pointer,Pokemon 6 is shadow id,Pokemon 5 is shadow id,Pokemon 4 is shadow id,Pokemon 3 is shadow id,Pokemon 2 is shadow id,Pokemon 1 is shadow id,Trainer Class ID,Name ID,Model ID,Camera Effect ID,Pre Battle Text Id,Victory Text Id,Loss Text Id,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6,AI Index,Unknown Values 1,Unknown Values 2,Unknown Values 3,Unknown Values 4,Unknown Values 2 1,Unknown Values 2 2,Unknown Values 2 3,Unknown Values 2 4
Rick  - 20,0xB45588,false,false,false,false,false,false,Sailor (32),Rick (0x1A9C),pkx_agent1_m_0101.fsys (12),0 (0x0),": Hey, punk![New Line]The battle's not started, but you're already[New Line]shaking? (0x5DE2)",": Hey, punk![New Line]You and your Pokémon couldn't match[New Line]my intensity! (0x5DE3)",": Trying to intimidate you[New Line]before the match didn't work, I guess. (0x5DE4)",65 (0x41),66 (0x42),67 (0x43),192 (0xC0),0 (0x0),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Sally  - 21,0xB85588,false,false,false,false,false,false,Chaser (26),Sally (0x1A9D),pkx_thief_f_1101.fsys (56),0 (0x0),: Sit back and have a good[New Line]look at my elegant aerial battle! (0x5DE5),: Aren't Bird Pokémon simply[New Line]the best? (0x5DE6),: Oh...[New Line]You've made me a bird with broken[New Line]wings... (0x5DE7),68 (0x44),69 (0x45),70 (0x46),0 (0x0),0 (0x0),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Paul  - 22,0xBC5588,false,false,false,false,false,false,Sailor (32),Paul (0x1A9E),pkx_sailor2_0101.fsys (22),0 (0x0),: A sphere's the perfect[New Line]shape.[New Line]Don't you agree? (0x5DE8),: My perfectly spherical[New Line]Pokémon got me the perfect result I wanted! (0x5DE9),": My spherical Pokémon are[New Line]perfectly shaped, but this battle's gone less[New Line]than perfectly! (0x5DEA)",72 (0x48),73 (0x49),74 (0x4A),0 (0x0),0 (0x0),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Dean  - 23,0xC05588,false,false,false,false,false,false,Hunter (27),Dean (0x1A9F),pkx_hunter_m_0101.fsys (36),0 (0x0),": Whoever wins or loses,[New Line]let there be no hard feelings, okay?[New Line]Of course, I will win! (0x5DEB)",": Tough luck, kid![New Line]That's what a battle's about! (0x5DEC)",: Whoa! I give![New Line]I lost that one! (0x5DED),75 (0x4B),76 (0x4C),77 (0x4D),0 (0x0),0 (0x0),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Joel  - 24,0xC45588,false,false,false,false,false,false,Researcher (30),Joel (0x1AA0),pkx_agent1_m_0101.fsys (12),0 (0x0),": If you can beat me, then[New Line]you're the champ...[New Line]However, that possibility doesn't exist. (0x5DEE)",: You had no chance of[New Line]winning against my intellect. (0x5DEF),: How is this possible?[New Line]My superior intellect was bested in battle? (0x5DF0),79 (0x4F),80 (0x50),81 (0x51),202 (0xCA),0 (0x0),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Mike  - 25,0xC85588,false,false,false,false,false,false,Bodybuilder (35),Mike (0x1AA1),pkx_niku_m_0101.fsys (45),0 (0x0),": Okay, it's time to battle![New Line]Let's battle! (0x5DF1)",": Curled up, got on a roll,[New Line]and we got the win! (0x5DF2)",": Curled up, got on a roll,[New Line]and it was all downhill after that! (0x5DF3)",83 (0x53),84 (0x54),85 (0x55),86 (0x56),0 (0x0),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Ali  - 26,0xCC5588,false,false,false,false,false,false,Casual Dude (33),Ali (0x1AA2),pkx_ippan_m_0101.fsys (38),0 (0x0),": It doesn't matter what[New Line]Pokémon you have.[New Line]Cut their speed, and they're easy pickings! (0x5DF4)",: My strategy is perfect! (0x5DF5),: Urgh![New Line]My plan to take away your speed didn't work! (0x5DF6),87 (0x57),88 (0x58),89 (0x59),90 (0x5A),0 (0x0),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Jenny  - 27,0xD05588,false,false,false,false,false,false,Cool Trainer (20),Jenny (0x1AA3),pkx_trainer_f_0101.fsys (59),0 (0x0),: You're lucky![New Line]You get to see my fabulous combo move! (0x5DF7),: Pow![New Line]Everything worked exactly right! (0x5DF8),: Hmm...[New Line]I thought it was a perfect combo. (0x5DF9),91 (0x5B),92 (0x5C),93 (0x5D),94 (0x5E),0 (0x0),0 (0x0),Trainer AI (3),7 (0x7),0 (0x0),0 (0x0),0 (0x0),100 (0x64),0 (0x0),0 (0x0),0 (0x0)
Cam  - 28,0xD45588,false,false,false,false,false,false,Cool Trainer (20),Cam (0x1AA4),pkx_agent1_m_0101.fsys (12),0 (0x0),: I'll teach you how awesome[New Line]Bird Pokémon can be! (0x5DFA),: How do you like it?[New Line]Do you understand how awesome Bird Pokémon[New Line]are now? (0x5DFB),": I lost the battle, but do you[New Line]understand how awesome Bird Pokémon[New Line]are now? (0x5DFC)",95 (0x5F),96 (0x60),97 (0x61),98 (0x62),210 (0xD2),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Annie  - 29,0xD85588,false,false,false,false,false,false,Matron (23),Annie (0x1AA5),pkx_baba1_0101.fsys (25),0 (0x0),": I have many kinds of[New Line]Fighting Pokémon.[New Line]Sonny, can your Pokémon withstand them? (0x5DFD)",: Fwohoho![New Line]How one commands Pokémon in a battle[New Line]is a demonstration of one's skill! (0x5DFE),: Well done![New Line]You have a very good grasp on how Pokémon[New Line]should battle. (0x5DFF),99 (0x63),100 (0x64),101 (0x65),102 (0x66),0 (0x0),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Herb  - 30,0xDC5588,false,false,false,false,false,false,Fun Old Man (21),Herb (0x1AA6),pkx_jiji1_0101.fsys (39),0 (0x0),: Let me show you that you[New Line]can't always win by relying only on brute force. (0x5E00),: Exploiting the opponent's[New Line]power to win is a most enjoyable aspect[New Line]of battling! (0x5E01),": Why, you little...[New Line]You've shown me up! (0x5E02)",103 (0x67),104 (0x68),105 (0x69),106 (0x6A),0 (0x0),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Tina  - 31,0xE05588,false,false,false,false,false,false,Bodybuilder (35),Tina (0x1AA7),pkx_niku_f_0101.fsys (44),0 (0x0),: I love rain![New Line]It accentuates my beauty! (0x5E03),: Let the rain wash away your[New Line]tears! (0x5E04),: I needed more rain to fall! (0x5E05),107 (0x6B),108 (0x6C),109 (0x6D),110 (0x6E),0 (0x0),0 (0x0),Trainer AI (3),4 (0x4),0 (0x0),0 (0x0),0 (0x0),100 (0x64),0 (0x0),0 (0x0),0 (0x0)
Donna  - 32,0xE45588,false,false,false,false,false,false,Newscaster (38),Donna (0x1AA8),pkx_agent1_m_0101.fsys (12),0 (0x0),: I'm a TV weatherperson![New Line]This battle's weather will go from sunny[New Line]to a Sunny Day! (0x5E06),: It's going to be another[New Line]glorious day tomorrow! (0x5E07),": Sigh...[New Line]My emotions are cloudy, followed by rain... (0x5E08)",111 (0x6F),112 (0x70),113 (0x71),114 (0x72),216 (0xD8),0 (0x0),Trainer AI (3),1 (0x1),2 (0x2),25 (0x19),0 (0x0),100 (0x64),50 (0x32),70 (0x46),0 (0x0)
Sarah  - 33,0xE85588,false,false,false,false,false,false,Super Trainer (18),Sarah (0x1AA9),pkx_gym_f_1101.fsys (32),0 (0x0),: You need plenty of sleep to[New Line]grow strong and healthy! (0x5E09),: Good night! (0x5E0A),: Good night! (0x5E0B),115 (0x73),116 (0x74),117 (0x75),118 (0x76),0 (0x0),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Axel  - 34,0xEC5588,false,false,false,false,false,false,Casual Guy (24),Axel (0x1AAA),pkx_ojisan1_0101.fsys (47),0 (0x0),: Maybe I'll take it easy on[New Line]you just a little bit. (0x5E0C),": Well, I said I would take it[New Line]easy just a little bit. (0x5E0D)",: I lost...[New Line]I should dance to forget. (0x5E0E),120 (0x78),121 (0x79),122 (0x7A),123 (0x7B),0 (0x0),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Aaron  - 35,0xF05588,false,false,false,false,false,false,Rider (28),Aaron (0x1AAB),pkx_rider_m_0101.fsys (49),0 (0x0),: Trainers who win battles[New Line]have qualities that let them win! (0x5E0F),: Winning Trainers know how[New Line]to use moves properly! (0x5E10),: I lost with my HM move! (0x5E11),125 (0x7D),126 (0x7E),127 (0x7F),128 (0x80),0 (0x0),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Bryce  - 36,0xF45588,false,false,false,false,false,false,Navigator (31),Bryce (0x1AAC),pkx_agent1_m_0101.fsys (12),0 (0x0),": Awaken, my Pokémon! (0x5E12)",: What an eye-opening[New Line]victory! (0x5E13),: What an eye-opening loss! (0x5E14),129 (0x81),130 (0x82),131 (0x83),132 (0x84),228 (0xE4),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Wayne  - 37,0xF85588,false,false,false,false,false,false,Bodybuilder (35),Wayne (0x1AAD),pkx_niku_m_0101.fsys (45),0 (0x0),: I'm always friendly with[New Line]Pokémon! (0x5E15),: My close friendships with[New Line]Pokémon make me strong! (0x5E16),": Oh, no![New Line]Look what you've done to my Pokémon! (0x5E17)",134 (0x86),135 (0x87),136 (0x88),137 (0x89),0 (0x0),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Archie  - 38,0xFC5588,false,false,false,false,false,false,Curmudgeon (22),Archie (0x1AAE),pkx_jiji2_0101.fsys (40),0 (0x0),: Let me introduce you to[New Line]a peculiar world of mystery! (0x5E18),: My peculiar qualities made[New Line]you lose completely! (0x5E19),: There was nothing peculiar[New Line]about that match! (0x5E1A),138 (0x8A),139 (0x8B),140 (0x8C),141 (0x8D),0 (0x0),0 (0x0),Trainer AI (3),35 (0x23),32 (0x20),0 (0x0),0 (0x0),100 (0x64),100 (0x64),0 (0x0),0 (0x0)
Nancy  - 39,0x1005588,false,false,false,false,false,false,Cool Trainer (20),Nancy (0x1AAF),pkx_trainer_f_0101.fsys (59),0 (0x0),: This is a semifinal match![New Line]Are you prepared to lose? (0x5E1B),: The win goes to me! (0x5E1C),: You're special! (0x5E1D),142 (0x8E),143 (0x8F),144 (0x90),145 (0x91),0 (0x0),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Haran  - 40,0x1045588,false,false,false,false,false,false,Cool Trainer (20),Haran (0x1AB0),pkx_agent1_m_0101.fsys (12),0 (0x0),: I'm looking forward to[New Line]a tasty victory! (0x5E1E),: Thank you for a most[New Line]delicious victory! (0x5E1F),: Losing doesn't taste very[New Line]good at all... (0x5E20),146 (0x92),147 (0x93),148 (0x94),149 (0x95),229 (0xE5),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Verdun  - 41,0x1085588,false,false,false,false,false,false,Cipher Peon (17),Verdun (0x179D),pkx_hexa_5101.fsys (20),0 (0x0),: Cipher Green here! (0x5E21),: You got weeded out! (0x5E22),: I got rooted. (0x5E23),153 (0x99),152 (0x98),156 (0x9C),154 (0x9A),155 (0x9B),0 (0x0),Trainer AI (3),9 (0x9),10 (0xA),0 (0x0),0 (0x0),80 (0x50),80 (0x50),0 (0x0),0 (0x0)
Healthy Rogue Cail  - 42,0x10C5588,false,false,false,false,false,false,None (0),Healthy Rogue Cail (0x17BA),pkx_thief_m_1101.fsys (58),0 (0x0),: I'll show you why they call[New Line]me the gatekeeper of Pyrite. (0x5E24),": Don't come back, punk! (0x5E25)",: Locked out... (0x5E26),162 (0xA2),158 (0x9E),159 (0x9F),160 (0xA0),161 (0xA1),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Naps  - 43,0x1105588,false,false,false,false,false,false,Spy (16),Naps (0x1785),pkx_agent3_m_0101.fsys (14),0 (0x0),: Lovrina'll chew me out if[New Line]I lose again. (0x5E27),: I did it! (0x5E28),: I'm in so much trouble. (0x5E29),165 (0xA5),164 (0xA4),166 (0xA6),167 (0xA7),168 (0xA8),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Lovrina  - 44,0x1145588,false,false,false,false,false,false,Cipher Admin (6),Lovrina (0x17B3),pkx_mage_0101.fsys (21),0 (0x0),: Did Naps lose again?[New Line]I'll have to #PunishHim later but[New Line]now it's #MyTurn! (0x5E2A),: #GetRekt! (0x5E2B),: #NoFair! (0x5E2C),169 (0xA9),170 (0xAA),171 (0xAB),172 (0xAC),173 (0xAD),174 (0xAE),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Citrine  - 45,0x1185588,false,false,false,false,false,false,Cipher Peon (17),Citrine (0x179B),pkx_hexa_3101.fsys (18),0 (0x0),: Do you know what they call[New Line]me?[New Line]They call me the storm bringer! (0x5E2D),: I stormed to victory! (0x5E2E),: Darn![New Line]My feelings are stormy after this loss! (0x5E2F),180 (0xB4),175 (0xAF),177 (0xB1),178 (0xB2),176 (0xB0),0 (0x0),Trainer AI (3),13 (0xD),0 (0x0),0 (0x0),0 (0x0),80 (0x50),0 (0x0),0 (0x0),0 (0x0)
Justy  - 46,0x11C5588,false,false,false,false,false,false,Pregymleader (13),Justy (0x17DE),pkx_seigi_0101.fsys (51),0 (0x0),: Let me show you what a[New Line]Gym Leader can do! (0x5E30),: You need more training. (0x5E31),: I need more training. (0x5E32),185 (0xB9),184 (0xB8),186 (0xBA),181 (0xB5),183 (0xB7),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Exol  - 47,0x1205588,false,false,false,false,false,false,Commander (40),Exol (0x17D5),pkx_agent2_m_0101.fsys (13),0 (0x0),: I'll crush you this time! (0x5E33),: My muscles show my strength! (0x5E34),: I-I Lost?. (0x5E35),187 (0xBB),188 (0xBC),189 (0xBD),190 (0xBE),191 (0xBF),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Snattle  - 48,0x1245588,false,false,false,false,false,false,Cipher Admin (6),Snattle (0x17EF),pkx_wazzle_0101.fsys (61),0 (0x0),: I've got some secret techs[New Line]to catch you off guard! (0x5E36),: You're too predictable. (0x5E37),: You saw through my tactics. (0x5E38),194 (0xC2),195 (0xC3),198 (0xC6),197 (0xC5),193 (0xC1),196 (0xC4),Trainer AI (3),11 (0xB),13 (0xD),11 (0xB),0 (0x0),100 (0x64),80 (0x50),80 (0x50),0 (0x0)
